pathway	description	S1	S10	S11	S12	S13	S14	S15	S16	S17	S18	S19	S2	S20	S22	S23	S24	S25	S26	S27	S28	S29	S3	S30	S31	S32	S33	S34	S35	S36	S37	S38	S39	S4	S40	S41	S42	S43	S44	S45	S5	S51	S52	S53	S54	S55	S6	S7	S8	S9
PWY-3661	glycine betaine degradation I	100.9761	71.7911	128.2731	657.1977	57.0135	1362.9548	193.8459	1129.2285	473.2704	2138.3931	98.5699	209.6877	128.2046	130.2252	112.8648	1056.6521	155.2183	486.5978	482.7373	391.0391	546.4614	29.7418	2330.0919	235.8994	2135.7313	188.7805	739.9425	278.1222	2870.554	126.4397	504.026	194.5633	323.0898	240.9393	37.3686	1177.8994	12.4774	0.0	0.0	76.7436	127.6136	71.8014	846.9960000000001	258.9577	62.2758	1762.6632	245.2914	91.7706	84.1414
PWY-3781	aerobic respiration I (cytochrome c)	9678.126	11985.1269	51271.6537	37801.7654	9786.3646	79312.0542	16816.678	67942.7441	49873.4219	43148.955	8217.8721	17833.269	13369.913	10856.4472	11470.6803	33774.9621	4903.3377	19515.278000000002	27825.8251	20782.5103	28970.6693	8696.9192	50552.5606	9976.7136	73637.3081	14941.5306	20828.8711	17976.9433	57354.7614	18874.0736	19688.7315	37217.7153	27646.3701	40437.7051	36163.6721	44376.8335	6362.9263	73247.4125	9370.1772	15340.7517	11047.8329	19084.3987	33264.988	24228.5063	30628.0586	44857.6978	15145.0792	10629.6875	12544.2845
PWY-3801	sucrose degradation II (sucrose synthase)	0.0	0.0	0.0	59.9138	0.0	953.321	356.5095	268.2488	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	59.9009	0.0	44.9473	0.0	0.0	0.0	859.6684	0.0	59.8764	0.0	0.0	0.0	149.1764	0.0	0.0	89.8071	0.0	0.0	0.0	0.0	0.0	0.0	29.9664	0.0	0.0	571.9392	193.7295	0.0	0.0	0.0	279.6601
PWY-3941	&beta;-alanine biosynthesis II	0.0	0.0	0.0	0.0	0.0	26.2367	26.878	66.6996	19.1621	24.5606	0.0	0.0	2.4376	22.7192	0.0	48.534	0.0	0.0	41.5916	0.0	1.6654	0.0	0.0	0.0	110.8172	0.0	24.2643	0.0	24.6864	0.0	6.6929	0.0	0.0	0.0	0.0	110.4705	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.4106	0.0
PWY-4361	S-methyl-5-thio-&alpha;-D-ribose 1-phosphate degradation	20.4266	76.7597	159.3989	252.4788	59.2547	160.2637	119.9498	275.017	227.3484	275.8993	53.0919	154.4411	108.4983	126.7771	109.0877	271.3319	63.9073	93.4775	308.0109	144.0241	250.9977	67.681	364.2947	164.1971	1702.2178	176.8348	223.0943	268.533	621.6845	148.7189	115.876	146.1325	197.8098	200.3063	136.0853	199.4981	23.1104	125.8347	0.0	126.2505	113.0165	152.0881	259.8071	382.0473	337.7197	349.6452	154.3688	139.4396	78.1778
PWY-4722	creatinine degradation II	0.0	0.0	0.0	26.8137	0.0	0.0	0.0	0.0	38.6874	245.5139	0.0	32.5301	0.0	0.0	0.0	74.1165	0.0	32.7018	0.0	35.5756	84.4911	0.0	205.8554	0.0	155.0255	16.8955	128.1081	0.0	218.0526	0.0	0.0	73.275	0.0	0.0	0.0	80.1757	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.9696	0.0	229.3963	35.5558	0.0	0.0
PWY-4984	urea cycle	3762.7549	5934.5023	17963.5243	13865.9655	3046.8427	5294.7235	4835.7056	6906.592	5635.6065	7628.3742	4129.5764	7756.6232	10840.0419	6395.3803	2862.327	8461.4279	1667.8972	6010.5145	8419.0705	9032.5187	6159.3302	3160.5008	10487.0558	5306.6321	17468.8148	5332.8713	6619.6412	5722.9149	12399.9969	6278.6066	5403.411999999999	12814.7637	8432.5589	11897.3995	10420.7066	9420.8368	13099.2609	8499.7428	10186.358	4540.2747	5068.6968	6818.2807	14003.6568	10479.6024	9093.7601	9547.2204	6250.1967	9367.9021	3135.6883
PWY-5005	biotin biosynthesis II	1947.0748	2142.2218	6520.0169	5220.9949	2744.3709	1508.4701	3546.917	2630.4306	2184.7337	9430.8137	5388.5714	1954.2297	729.7967	1427.608	4604.057	4867.8316	745.5667	1452.5909	5171.8827	2375.7954	2444.1847	17837.9962	11594.1477	4271.3696	2917.875	2717.4784	3402.0356	3260.455	12369.2911	1350.6121	996.4607	5809.8704	3872.2268	2665.079	2241.3621	4339.0341	2862.0931	843.4136	2836.5629	2159.3441	1138.1614	2282.5789	4969.1923	578.7562	338.0965	10527.3456	3784.8881	1109.6453	645.3582
PWY-5022	4-aminobutanoate degradation V	3602.0265	5573.6578	10786.0422	8103.8729	4235.2813	8515.1317	7847.5721	9304.8321	7206.0053	7336.352	2880.2521	5036.534000000001	3616.1849	6413.7747	7529.5975	8119.2921	2042.2362	4038.8940000000002	9135.2227	6469.1005	8527.9839	19558.9862	14111.6622	4330.8422	9889.2398	4383.6765	6233.601	8736.1779	11250.0812	5647.0124	3039.553	9800.8292	7351.5508	7703.1934	13695.9901	7155.2805	3743.3767	3216.2947	3045.5654	4772.278	8231.8508	6899.8775	8014.3937	4270.103	3738.7492	8948.5612	4271.488	6861.6666	2368.2369
PWY-5028	L-histidine degradation II	703.3183	484.0478	976.0691	965.9385	859.1406	995.3486	4185.1317	963.3172	1048.1107	1868.1547	393.6614	481.9042	373.1172	498.0669	579.8330000000001	1492.9938	374.5335	1160.097	1584.9822	600.1625	650.1104	581.4164	2213.1267	597.3756	4301.5112	851.2407	1345.3488	671.837	2589.5377	958.1002	555.6776	1634.6256	656.2435	862.1865	733.8178	1545.8433	222.4925	546.1552	185.165	358.9774	584.4630000000001	411.3594	1152.2409	1841.3925	2279.9381	1843.2032	567.9156	627.7556	468.4857
PWY-5088	L-glutamate degradation VIII (to propanoate)	1613.4273	1807.5101	3637.0475	2427.3675	617.0498	1083.2896	4164.3136	1308.9354	1338.2833	3194.3243	7432.6048	1649.9715	548.9662	781.0629	4424.0253	2325.5632	265.2092	811.3660000000001	3703.2567	798.1507	896.3341	7325.6026	4279.0274	4099.6632	1163.5535	744.5775	1598.1753	1774.4701	3772.1769	276.6298	283.8805	4042.9451	2163.6879	383.5148	329.89599999999996	1305.5533	974.2532	158.8561	269.4037	1503.4924	572.752	982.6191	1687.1563	241.2934	208.8335	3856.402	3656.2155	981.3679	347.1194
PWY-5097	L-lysine biosynthesis VI	32416.4094	32130.7707	45350.9543	47027.049000000006	39019.817	51422.0548	47059.0726	47171.1577	34292.7319	45626.4971	45444.1372	45219.0609	48138.3331	40552.4106	49294.794	46651.5107	48301.6745	53234.7393	40593.7035	42936.1998	45254.9446	48957.4389	46518.014	55895.8479	47955.8462	42432.565	32867.8026	40184.8496	44739.9714	37933.5294	45824.0288	43223.5883	39641.6007	47713.6732	40322.0541	49309.0343	53912.2861	40184.7619	51910.3278	36003.2476	39074.5775	40432.8625	47338.9963	40521.6801	44568.2585	52422.8589	52885.566	44318.3251	24800.0722
PWY-5100	pyruvate fermentation to acetate and lactate II	34779.8312	38120.7673	39451.4964	46871.3062	40984.8858	35371.6259	46495.0481	35005.1414	29637.0032	38802.3615	44005.5337	42157.3253	59955.2989	41227.4656	52853.8969	51904.3735	49187.0716	48526.8778	36332.9464	40362.7336	45222.0367	43269.1207	46216.3318	51575.9653	37945.9519	42081.727999999996	33302.0837	34629.5065	35992.4424	40513.2889	41834.5008	40305.8205	41768.573	49583.7229	38565.2231	43774.5473	54377.7213	29635.0955	52656.3739	39644.5222	39697.2723	38544.6659	46325.0763	33594.3314	45405.6751	43948.5124	48921.7076	42343.2768	23994.1978
PWY-5101	L-isoleucine biosynthesis II	35060.5974	31110.7487	46431.2816	49940.2792	47211.8264	56106.4515	52077.9114	50909.03599999999	38141.7123	51816.4591	51600.9287	49242.0071	73832.5221	42528.2851	51043.1264	38597.8019	50999.5269	57316.6115	41641.1295	48747.8396	43518.9546	52524.0759	49509.398	61507.1325	60776.9493	48910.5208	34195.0979	40336.3383	50445.5154	42332.6918	50938.6054	45872.2543	37538.9136	59421.5312	44189.5347	57990.92	59051.0359	48624.0502	58544.3023	32317.1342	43390.4736	37593.6845	50068.6218	44075.3404	51825.9548	57172.6178	57648.4151	52669.2411	22267.1867
PWY-5103	L-isoleucine biosynthesis III	28783.1639	26016.8027	39962.831	42044.7031	40669.7802	47444.3555	44214.4494	43050.916	31551.3006	44257.7307	44224.6073	41680.1392	64674.09099999999	36110.8825	44420.4807	33449.1445	44442.4656	48555.0403	35151.391	42063.0433	37077.8636	45439.6543	41288.4469	52229.9362	49427.8533	41625.8962	28530.9092	34518.6931	42165.3215	34543.8371	43751.903	38250.2945	32207.48	50589.7836	37688.5804	48805.9977	48198.0283	42119.1465	49514.3818	27140.6536	37188.1844	31697.8461	40950.9784	38532.3172	44306.9149	48422.6339	49107.2691	45798.5861	18201.612
PWY-5104	L-isoleucine biosynthesis IV	34022.7282	31797.6374	41198.878	46859.6604	43412.5387	44056.4006	47944.2205	41740.7876	32924.2273	44411.9104	48576.5136	46044.151	67841.5465	41011.0345	50804.6948	39651.2016	48455.9643	52935.6547	37683.9336	44016.737	41557.6781	51752.6065	46115.539000000004	57016.3444	48468.1181	44396.1193	32571.2361	35867.5913	37983.4474	41082.6434	47177.3337	42071.0171	36704.421	53696.6583	41020.0653	50375.2062	58163.5116	34818.3169	54865.551	32116.8509	42342.4859	35839.7287	47814.9603	39161.3308	48684.971	49158.8395	53636.8393	48396.7599	21739.9386
PWY-5121	superpathway of geranylgeranyl diphosphate biosynthesis II (via MEP)	29835.5483	34325.1172	35905.4184	41285.1858	38378.6587	37275.1382	45132.8528	35883.9918	31688.8161	40659.5136	44616.65900000001	39882.5855	56809.4853	37929.3614	34702.099	48932.1067	33635.3357	48979.858	34561.4443	39222.9803	42101.89599999999	45238.6998	46533.992999999995	50889.7043	41131.0391	38339.6615	29649.8654	35976.7885	38751.7427	36431.7695	41253.8928	35910.135	38937.9364	45321.5058	33153.4094	45069.9395	50761.8638	36986.5159	50637.2037	38407.3654	34777.7757	31609.3915	42702.0984	35344.3987	43635.10400000001	46933.3086	47766.291	40811.7587	22754.9524
PWY-5154	L-arginine biosynthesis III (via N-acetyl-L-citrulline)	15775.4467	14509.7466	24870.1544	19686.3968	20576.0793	32375.1275	18209.3896	26449.2783	14261.7083	27072.9024	18635.3191	28454.3671	21177.7968	23073.4181	8816.328000000001	14936.2825	8694.245	28726.5206	15296.9259	21607.7976	13850.7097	6540.3077	19190.3709	26351.7156	25081.6215	23254.3118	15092.4429	12488.7465	16465.9219	19016.9396	27931.4337	20887.5294	15451.4844	22240.397	21803.8835	29922.929	28664.7255	17527.0669	26567.9098	12144.4867	17084.4475	19330.9139	25133.645	24288.6404	23189.6677	30296.2859	28369.7028	24462.3661	7418.9159
PWY-5177	glutaryl-CoA degradation	5395.9768	7819.4479	8955.3292	11647.9209	7842.3578	4527.2769	6757.6359	4853.0046	5952.3856	4637.92	3789.9604	5939.016	2471.1549	7282.738	7903.7646	12411.8984	3125.1528	6531.151999999999	8866.5628	3829.5346	10047.7681	6134.3932	18566.5822	5382.2533	4615.2025	6938.0912	7976.6333	5223.5402	7407.8997	9034.2455	3345.9819	10245.8663	8833.3644	4192.2133	13035.7412	5558.189	5258.1227	1923.1188	5957.825	7041.9519	10266.787	7161.6202	12026.0964	1664.645	7683.184	9217.491	6392.0735	2906.0582	2554.5008
PWY-5178	toluene degradation IV (aerobic) (via catechol)	214.1508	180.6826	503.4375	468.5945	183.6888	205.1564	246.9337	306.4015	338.6206	357.8793	49.3004	130.7094	131.4965	86.6603	109.5714	353.7861	72.418	203.3836	463.0484	285.8161	259.6709	122.0425	612.2429	186.5594	2756.6105	233.3482	410.0433	321.5864	707.378	281.2088	115.7709	512.3677	310.3336	318.8197	369.4293	378.5312	94.8908	313.6654	112.6415	115.8236	148.9529	285.2591	535.229	391.494	459.3043	560.9409	325.0278	216.6637	159.4369
PWY-5180	toluene degradation I (aerobic) (via o-cresol)	2206.7742	1978.0906	5000.5353	7323.8107	1921.7854	2057.4258	5320.1004	2683.687	3432.9759	1990.9539	938.5632	2205.6574	1560.6793	2431.8778	3257.259	3950.2714	1054.7093	2092.2228	4260.148	3668.2487	2912.691	3330.9454	2645.3133	2080.7188	8408.6909	2572.5941	2824.7652	5481.4819	4893.6026	2606.3520000000003	1609.9899	5320.3648	3563.6639	3632.4011	5901.7949	3202.3291	1070.0051	1804.6425	1936.4208	2514.0475	2982.3746	4400.4474	4375.0238	1750.3907	2176.8161	3221.3217	2224.9901	4739.6985	1729.2455
PWY-5181	toluene degradation III (aerobic) (via p-cresol)	421.5678	450.0023	1991.576	2307.1163	303.49	763.9455	629.7321	1123.9782	938.1219	4193.9616	239.7954	609.0423	278.1675	234.4105	476.8736	1551.1135	268.2391	844.7992	1505.7539	920.5830000000001	1066.4067	340.4495	5185.6973	573.1864	3439.2501	548.8149	903.8492	1252.0313	6454.2347	432.4385	370.1544	1190.6660000000002	1034.7203	992.3407	861.145	2007.5734	168.2844	365.7989	104.7447	562.7802	225.5418	667.6294	1548.8218	862.676	1334.3908	4935.7314	684.9538	399.2866	222.4522
PWY-5182	toluene degradation II (aerobic) (via 4-methylcatechol)	2206.7742	1978.0906	5000.5353	7323.8107	1921.7854	2057.4258	5320.1004	2683.687	3432.9759	1990.9539	938.5632	2205.6574	1560.6793	2431.8778	3257.259	3950.2714	1054.7093	2092.2228	4260.148	3668.2487	2912.691	3330.9454	2645.3133	2080.7188	8408.6909	2572.5941	2824.7652	5481.4819	4893.6026	2606.3520000000003	1609.9899	5320.3648	3563.6639	3632.4011	5901.7949	3202.3291	1070.0051	1804.6425	1936.4208	2514.0475	2982.3746	4400.4474	4375.0238	1750.3907	2176.8161	3221.3217	2224.9901	4739.6985	1729.2455
PWY-5183	superpathway of aerobic toluene degradation	238.0188	162.5274	592.6004	633.6081	182.6335	180.6047	249.335	342.5766	389.94800000000004	390.8404	10.8745	149.0602	111.12100000000001	16.5152	132.1265	360.9413	89.6021	233.7269	576.8338	262.1112	301.4076	147.7646	665.1363	232.8979	2962.3231	245.2896	413.2511	403.5142	934.4348	282.7176	104.3396	648.057	333.1061	413.6068	419.6635	458.5591	17.3144	331.0066	95.6284	152.5915	156.5242	340.0251	552.1246	364.9712	349.3472	420.8175	370.6719	182.1848	160.1086
PWY-5188	tetrapyrrole biosynthesis I (from glutamate)	13236.3691	22218.3162	26803.8854	25740.5817	12972.7259	29871.2029	20805.5654	27352.4675	21531.2517	20488.5418	10240.278	15878.0203	13725.3476	16530.4898	44050.7502	25372.7163	34848.9519	17335.448	21583.5675	17831.6617	24980.9763	46861.0873	35187.4724	18936.0131	32784.6566	16975.988999999998	17726.4448	21152.0265	29980.9681	19824.7218	11344.0199	23468.4743	20462.4244	20701.6471	26035.9249	19041.6989	22489.242000000002	26262.1065	15087.2212	16420.3144	25131.8733	17439.7765	24614.0338	11300.3899	16235.733999999999	25896.2974	15778.2586	18379.8654	7927.331
PWY-5189	tetrapyrrole biosynthesis II (from glycine)	13234.9269	21523.7942	25747.6773	24018.3296	12540.3546	27302.103	19711.5936	25242.0833	21183.2763	19156.1748	9519.6602	15023.3192	12642.4315	17135.4757	42597.5956	24136.3264	35636.58	16211.566	20446.7578	17093.84	24215.7656	44313.7603	34024.1442	17691.8488	30213.2099	16350.8669	17331.6937	20745.543	28709.4199	19903.1952	10498.4842	22389.6318	19441.4791	19446.0692	25436.7455	17927.306	21837.1783	25384.5997	15107.7879	16891.4244	24601.7644	16587.5724	23491.5414	11070.4989	15200.2788	24346.2248	14755.8132	17502.5909	7413.4644
PWY-5198	factor 420 biosynthesis	58.5581	91.7894	126.2602	318.7818	146.8465	305.8903	122.8229	294.1182	540.1331	441.9374	30.5349	69.2264	161.7892	133.2621	85.5833	434.4578	21.9346	97.1804	111.1324	83.0543	141.2258	30.462	434.2357	66.7962	1453.029	80.2179	222.173	135.7033	580.5797	191.6848	297.4273	249.9512	254.7542	207.1002	214.7204	489.4816	63.1586	266.0059	51.7607	82.9295	47.6258	157.2413	246.0079	188.0226	0.0	273.0986	122.8206	121.6214	139.493
PWY-5265	peptidoglycan biosynthesis II (staphylococci)	2844.2017	3117.8867	16889.6002	13001.3811	1316.8529999999998	1880.2147	3776.2036	5532.3869	4940.1999	6265.5936	959.3861	3036.0178	772.9952	1312.2098	3379.4143	9122.195	970.8986	2249.5318	8970.1686	5187.7908	7176.564	4119.146	8287.9046	4437.3569	3771.5353	2481.1754	5217.897	7394.5059	12759.4772	2836.4654	1924.2181	11497.6455	9258.773000000001	9569.271999999999	8822.5953	6983.1644	2918.0645	2026.3714	1939.6072	5575.0221	2713.8249	7507.8025	9950.1363	833.7777	594.2516	8508.16	6489.3227	1852.4817	1205.1887
PWY-5266	p-cymene degradation	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1950.629	0.0	0.0	0.0	0.0	0.0	0.0
PWY-5273	p-cumate degradation	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1950.629	0.0	0.0	0.0	0.0	0.0	0.0
PWY-5304	superpathway of sulfur oxidation (Acidianus ambivalens)	3066.02	2014.1	2822.47	7982.84	3229.18	2823.03	3205.53	2688.82	1444.86	7039.13	4362.2	5109.67	6054.0	5027.01	842.4	2536.8	34243.0	3950.14	2491.8	4447.74	1926.08	1119.2	3336.34	6220.74	3545.96	2387.6	2186.46	2199.02	3576.39	3418.46	8261.69	2741.25	3001.4	4064.16	1678.46	3101.74	4132.34	2271.02	5935.0	1992.84	1767.76	3225.7	3924.19	3569.55	4860.6	3613.51	3807.64	9302.6	1338.64
PWY-5345	superpathway of L-methionine biosynthesis (by sulfhydrylation)	10047.2381	10103.0514	27087.267000000003	20445.952	12770.6962	36384.3069	14927.2943	30578.5459	18690.5281	24818.3384	8346.8939	16708.8539	12347.5951	13116.0951	8941.038	15720.6776	8593.3124	18485.7693	16942.3193	21356.1398	18918.0227	6483.2921	26638.3418	14067.133999999998	27315.458	15689.8047	12602.9956	14910.826000000001	27680.2324	12714.3183	14386.3724	19756.0266	15650.5049	21668.7608	22955.234	21714.0007	11868.8993	15382.5058	10542.785	12997.7996	11951.3393	15858.7107	19372.3004	13826.5271	13000.8525	28551.8021	12868.133999999998	23113.4544	7693.6753
PWY-5347	superpathway of L-methionine biosynthesis (transsulfuration)	20981.6486	20491.2687	38922.1911	38086.5946	22989.3012	44045.0977	36727.7074	39095.6729	25715.6036	34107.6544	17498.2833	28715.7507	26741.006	24538.2111	34282.036	35957.0548	31483.3171	29941.7242	32287.4079	30848.3705	34614.2969	40362.95	33156.4995	28770.1739	33963.4174	28529.3549	23282.1323	29810.5473	33154.3809	23294.512000000002	24266.4447	34458.3736	30212.3166	34876.6673	31357.4389	32314.6721	28846.7656	25862.267999999996	19664.7809	23963.1954	19928.0593	29067.3225	32436.5061	17991.7555	18700.3789	39072.4244	29941.5407	31100.8235	15004.4455
PWY-5384	sucrose degradation IV (sucrose phosphorylase)	5269.3792	4937.5938	19252.8551	16211.8688	4963.4627	18943.6741	9830.8014	16874.5905	13870.6287	6638.807	9305.685	7417.8376	3874.8957	5306.8408	4052.5863	7087.7284	2565.5324	9177.766	12066.4293	11030.3499	10887.9909	3521.4346	9660.9048	15334.7313	6889.8164	9766.6453	7116.1515	12792.5494	11026.4315	6488.2008	6690.8587	12746.8197	8043.9708	12006.7646	16195.2745	7259.2163	17451.6979	24665.076	7995.2649	6555.4751	7649.2445	17785.0424	9777.2797	3448.3613	4361.8376	8094.5441	10407.8126	10535.8134	6342.6859
PWY-5392	reductive TCA cycle II	20.9827	0.0	34.9576	34.957	41.9441	281.1259	122.0024	163.7107	108.0883	80.2811	0.0	121.9649	34.9609	20.9877	34.9662	41.9676	27.9722	101.1809	69.8348	0.0	0.0	0.0	97.822	13.9924	701.2422	17.4878	13.9937	48.9119	0.0	111.6796	80.1922	180.9909	76.8439	76.8253	62.9119	156.8072	41.96	83.6332	73.3067	27.9695	10.4973	83.7786	80.3486	83.6677	13.9932	62.8883	132.2513	13.9942	66.0718
PWY-5415	catechol degradation I (meta-cleavage pathway)	1146.1599	1556.7989	2208.9515	2213.4504	1531.5744	1518.1354	2970.1202	2134.8326	3030.9717	1673.0389	514.385	1928.9144	1246.2868	1538.5722	1047.6553	2095.8536	590.5008	1289.0333	2071.8676	2943.8124	2022.7563	876.3144	2299.8411	1102.3553	7568.8882	1754.6927	2017.4243	3740.9317	2998.4873	2093.8488	1058.274	2552.4558	1739.0855	2074.6699	5285.8183	2669.5021	669.0429	1608.6203	759.4895	1357.2956	1905.3120000000001	2940.9791	2208.1448	1309.9301	1503.1156	2091.0042	1483.0414	2003.914	1179.9018
PWY-5417	catechol degradation III (ortho-cleavage pathway)	448.2325	423.98	2222.6437	2282.0943	363.5406	1659.2489	772.9960000000001	1798.0985	972.1391	5484.2404	269.9157	718.7962	242.7823	290.5621	599.2418	1725.8956	231.7114	818.5676	1475.9055	879.0111	1005.7180000000001	415.3511	6666.9934	574.5383	2177.3649	586.486	1035.8579	1233.234	8000.2374	358.5444	388.7127	1236.7149	1184.5651	1074.481	844.7454	2232.0678	184.3468	236.8651	112.7858	597.3203	225.3842	632.9067	1548.2021	774.6949	1724.2851	6119.5947	791.5077	324.4598	195.7005
PWY-5419	catechol degradation to 2-oxopent-4-enoate II	112.7774	102.2013	114.3875	185.7417	80.9804	345.2649	99.2595	269.1314	217.8477	234.0565	67.9829	129.5217	175.937	102.9011	2.9985	208.9029	81.0301	327.3403	308.6489	179.5022	229.9414	39.6409	470.4897	194.1695	6031.9717	432.6348	335.9708	226.3998	394.1218	283.0979	232.6906	293.9151	171.7758	119.6713	165.6396	640.4139	64.6197	450.0446	55.8325	64.4637	137.9124	137.6215	283.1234	359.8898	1227.1258	294.2567	227.0959	264.7088	202.5296
PWY-5420	catechol degradation II (meta-cleavage pathway)	186.0549	172.1201	193.2109	308.7238	137.9796	525.7643	169.8313	431.5158	363.2852	370.6905	110.5129	218.3961	286.5077	175.1985	5.2379999999999995	341.3915	128.8244	496.54900000000004	490.1154	302.0847	370.9344	67.5986	713.2854	309.8493	6727.0543	656.6866	528.1518	379.8601	631.1861	456.0426	358.3731	477.1931	281.2854	201.386	284.4067	958.0288	107.7889	678.8735	93.3954	109.3208	234.1585	232.7654	456.2299	545.1665	1380.6545	468.7705	366.8403	446.9807	317.1519
PWY-5427	naphthalene degradation (aerobic)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	762.2727	0.0	0.0	0.0	0.0
PWY-5430	meta cleavage pathway of aromatic compounds	180.1181	159.0206	247.4467	335.9453	125.1775	367.2739	193.4206	357.7613	338.4069	349.1539	67.2451	183.1503	221.8863	94.5174	7.2768	244.139	85.9439	360.9477	468.7297	281.2923	302.269	83.2925	650.6389	235.926	4264.2517	460.8629	417.9942	349.2372	611.5293	238.4107	258.2155	472.4945	284.1621	219.27	289.8719	574.7647	84.6238	391.0802	75.3933	119.8429	137.3227	223.0545	376.0857	329.1582	1314.9513	505.1705	376.7707	306.7179	141.0661
PWY-5431	aromatic compounds degradation via &beta;-ketoadipate	448.2325	423.98	2222.6437	2282.0943	363.5406	1659.2489	772.9960000000001	1798.0985	972.1391	5484.2404	269.9157	718.7962	242.7823	290.5621	599.2418	1725.8956	231.7114	818.5676	1475.9055	879.0111	1005.7180000000001	415.3511	6666.9934	574.5383	2177.3649	586.486	1035.8579	1233.234	8000.2374	358.5444	388.7127	1236.7149	1184.5651	1074.481	844.7454	2232.0678	184.3468	236.8651	112.7858	597.3203	225.3842	632.9067	1548.2021	774.6949	1724.2851	6119.5947	791.5077	324.4598	195.7005
PWY-5484	glycolysis II (from fructose 6-phosphate)	26945.8606	35591.2546	43365.1722	40084.6544	36487.6408	38225.5917	48099.7479	36339.0162	33341.1325	43260.7645	31570.5321	41214.5594	42023.0474	38424.4344	53449.9753	47705.1806	45661.626	50841.8046	40514.56	41354.3963	38692.8483	51112.3352	50908.684	42191.2881	42951.6548	40342.7314	33575.4235	42089.3429	43684.5818	36628.2241	42368.7662	42110.0511	39052.5175	41544.8375	34940.7169	48555.96	49920.401	45394.0157	44774.055	29767.8363	30996.4446	45316.9395	47589.6994	37708.9923	39627.6738	51063.1006	44015.2593	40803.4071	18944.953999999998
