Pathway	S11	S12	S13	S14	S15	S16	S17	S18	S19	S1	S21	S22	S23	S24	S25	S26	S27	S28	S29	S2	S31	S32	S33	S34	S35	S36	S37	S38	S39	S3	S4	S5	S6	S7	S8	S9
PWY4FS-7: phosphatidylglycerol biosynthesis I (plastidic)	2155.59	2168.98	2737.75	4109.25	3567.83	3592.39	2435.43	1895.6	4388.74	3517.8	1803.54	2249.26	1371	2126.3	2696.38	3337.66	2702.48	1274.02	3176.63	2498.3	2333.18	3458.71	2923.59	4504.16	3541.83	2791.62	3020.11	2986.35	2711.25	2914.5	2151.05	3361.8	2794.53	3989.66	3310.98	3752.73
PWY4FS-8: phosphatidylglycerol biosynthesis II (non-plastidic)	2155.59	2168.98	2737.75	4109.25	3567.83	3592.39	2435.43	1895.6	4388.74	3517.8	1803.54	2249.26	1371	2126.3	2696.38	3337.66	2702.48	1274.02	3176.63	2498.3	2333.18	3458.71	2923.59	4504.16	3541.83	2791.49	3020.11	2986.35	2711.25	2914.5	2151.05	3361.8	2794.45	3989.45	3310.98	3752.73
PWY4LZ-257: superpathway of fermentation (Chlamydomonas reinhardtii)	776.184	60.6761	87.7444	40.5132	7.75606	54.0136	307.603	447.465	3103.27	1644.48	470.563	996.439	436.853	821.177	438.32	2265.83	846.755	630.528	477.717	1358.13	1239.57	359.216	78.0671	2166.96	980.914	162.541	535.67	1195.97	715.59	426.895	434.583	441.943	826.68	551.714	106.649	1945.88
PWY5F9-12: biphenyl degradation	0	0	0	0	0	0	0	0	0	0	0	0	0	20.0542	0	0	0	0	0	0	0	0	0	0	12.0075	0	0	29.8335	0	0	0	0	0	43.9821	0	3.30696
PWY66-367: ketogenesis	0	0	0	0	0	0	0	0	14.5483	0	39.6001	0	0	0	0	0	10.9025	0	0	0	0	0	19.0128	0	0	0	0	7.48708	7.71286	20.6952	0	7.95408	96.3539	18.8693	0	11.7371
PWY66-388: fatty acid &alpha;-oxidation III	0	0	4.10765	0	0	11.305	0	2.61669	3.09951	0	0	0	0	36.5039	17.5292	0	0	0	0	0	0	0	132.701	0	11.1306	0	20.9496	43.1205	0	0	0	0	0	0	37.6052	0
PWY66-389: phytol degradation	64.7432	0	36.7551	0	0	11.6039	34.1816	3.07034	1162.52	162.088	83.3101	155.085	160.545	390.393	497.224	526.791	386.2	152.96	172.824	193.541	94.3176	157.907	369.885	248.105	201.541	54.318	601.779	484.779	319.713	35.4583	59.7367	15.2936	141.188	476.096	43.2513	1762.77
PWY66-391: fatty acid &beta;-oxidation VI (peroxisome)	73.0978	134.648	54.2031	83.8653	28.9821	127.549	288.065	240.333	72.1743	32.7892	343.652	795.548	460.141	0	0	0	18.4481	515.384	52.6493	744.878	17.1748	185.577	95.1287	394.322	0	238.078	108.316	30.8095	347.905	746.191	282.866	607.188	472.514	136.031	0	397.103
PWY66-398: TCA cycle III (animals)	401.091	26.1522	86.4739	56.3329	25.3345	226.288	143.762	205.476	24.8758	152.003	220.275	0	84.1154	102.635	146.382	121.716	316.423	202.464	109.079	112.1	354.892	219.951	135.273	106.851	1163.72	148.596	114.856	206.036	324.332	171.544	164.957	157.972	356.093	633.316	150.929	1314
PWY66-399: gluconeogenesis III	125.102	388.584	1074.79	1465.58	659.471	1186.3	417.119	361.557	15.2246	552.792	196.512	415.603	395.961	184.474	851.536	32.3631	2857.52	2375.97	2203.81	1475.98	1377.44	2274.95	63.0558	434.779	1725.62	529.392	985.743	653.626	257.209	1018.01	970.471	826.754	2529.13	1113.06	1906.29	114.376
PWY66-400: glycolysis VI (metazoan)	3481.24	1462.54	2173.82	2062.31	1901.8	2117.76	3459.45	4741.91	4829.24	4010.15	5840.73	5046.17	8125.8	3834.65	1755.27	4366.34	4354.92	2368.15	3880.23	3620.88	2166.55	3988.75	2561.09	5381.99	3044.07	2779.97	1779.7	4881.51	5531.29	4209.1	3338.91	6942.29	4325.79	2262.85	2483.8	4754.54
PWY66-409: superpathway of purine nucleotide salvage	1031.93	1544.95	375.274	666.575	617.101	930.101	253.652	550.654	2888.61	2558.28	1492.38	1753.53	1336.22	1982.16	600.403	2432.84	1912.56	1451.51	1334.13	1832.49	1272.16	1568.92	371.761	3733.94	4548.93	2025.84	1133.81	2484.66	1393.41	1395.15	3059.48	1337.12	2609.81	2576.14	976.61	3600.76
PWY66-422: D-galactose degradation V (Leloir pathway)	2602.83	3409.78	3157.85	3685.4	2871.7	2784.76	2043.99	2931.09	3523.54	3397.94	1623.5	1049.69	1504.77	2629.35	2789.94	2141.72	2871.76	1707.02	3820.07	4239.19	2530.76	4271.28	2096.2	3478.07	3149.35	4663.97	3341.75	3646.85	2415.33	4769.52	4982.5	4478.15	5289.71	5151.27	5394.32	4552.74
PWYG-321: mycolate biosynthesis	3233.29	1635.31	3194.58	2401.08	3613.85	1440.6	1581.17	2613.38	5894.03	5749.85	3391.39	4351.41	1294.43	3335.59	510.711	4569.98	4311.22	3306.76	3374.09	4102.14	4245.24	3189.98	3572.65	5511.04	4756.31	2734.32	682.419	4325.95	3131.74	3159.83	2534.66	444.829	1354.74	4414.81	1489.98	5023.61
PYRIDNUCSAL-PWY: NAD salvage pathway I	1010.42	729.871	108.187	196.171	107.982	473.16	230.134	684.179	1922.94	2300.77	367.703	1440.35	150.682	1670.4	0	2318.11	1233.07	564.801	404.835	1593.64	1350.07	448.38	577.878	2718.98	1038.43	365.987	77.6455	2130.03	756.887	1253.94	409.255	2241.89	261.774	1383.41	576.263	2118.08
PYRIDNUCSYN-PWY: NAD biosynthesis I (from aspartate)	7784.12	7773.22	8257.3	8669.2	8530.27	9186.37	9147.32	8344.31	3018.73	5845.7	8702.56	8572.81	8817.05	7118.27	11793.1	5674.76	5819.1	7224.28	6866.56	5780.43	6832.52	6448.3	8302.5	4183.32	4887.16	7866.02	10365.7	5643.2	7651.73	7049.77	6286.26	6731.42	6382.47	5699.77	7204.07	3314.32
PYRIDOXSYN-PWY: pyridoxal 5'-phosphate biosynthesis I	6560.64	2771.53	5850.71	5513.19	3759.58	2592.14	8755.05	7937.53	3115.72	3342.46	7463.18	5259.44	8259.25	1987.83	1892.23	3605.91	2995.93	8033.13	4046.48	3168.1	5134.92	3257.62	7135.03	3969.16	3154.66	6003.37	1597.31	2263.32	6965.27	3929.49	2628.76	5400.75	4428.62	2692.8	2832.05	2689.09
REDCITCYC: TCA cycle VIII (helicobacter)	91.9574	0	40.395	0	0	23.4257	0	103.412	372.329	248.012	69.51	249.451	85.9922	289.151	58.979	0	638.346	125.774	309.312	180.632	198.951	315.62	114.379	198.138	762.85	100.142	86.5882	354.705	152.771	48.1266	95.2524	6.26152	291.217	396.329	64.8988	1368.29
RHAMCAT-PWY: L-rhamnose degradation I	4110.96	2022.51	5065.78	3563.7	2927.45	10555.1	7428.46	2066.9	2429.1	3373.49	5471.3	4686.93	4730.52	10205.1	6088.66	5842.78	3522.9	2166.03	2483.37	2171.25	2473.38	2771.42	2755.1	2914.42	2309.31	4662.04	7433.85	5249.21	5217.72	4919.28	3448.59	3678.04	2651.66	3174.13	2833.31	2935.1
RIBOSYN2-PWY: flavin biosynthesis I (bacteria and plants)	8800.17	10748.1	9987.04	9007.61	10498.2	14181.3	10054.9	9179.84	3615.46	6527.31	9231.94	8616.79	9209.08	10770.5	16965.2	8125.19	6827.21	10653	7787.3	7879.37	8783.73	7907.19	10305.5	4675.43	7712.12	9272.44	16465.1	7413.01	8712.66	7381.04	8796.41	8032	8794.82	7486.81	8517.7	5063.55
RUMP-PWY: formaldehyde oxidation I	11.8933	0	0	157.099	0	93.8254	0	0	282.998	24.232	0	0	65.3489	0	0	0	0	0	29.0519	67.1438	25.7558	38.8667	0	43.9451	124.007	60.1398	0	0	0	1032.04	0	56.6997	27.9151	256.336	0	20.4487
SALVADEHYPOX-PWY: adenosine nucleotides degradation II	1558.98	971.117	712.765	659.026	347.902	769.163	570.111	789.608	5099.99	4595.33	1042.66	2010.84	646.722	1994.79	216.016	3630.77	467.506	1098.48	599.862	3621.54	2441.29	828.711	395.238	4999.26	2189.74	1393.74	500.92	2738.23	1644.92	1673.49	1200	1825.65	2278.26	1037.36	1180.16	695.182
SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I	7204.87	5698.03	7270.32	6622.36	7227.32	3916.99	8493.29	7818.6	3877.39	5839.08	7717.64	6769.3	7494.77	3565.61	2174.75	5250.79	5943.18	9274.01	6168.55	5938.37	6285.47	5622.27	8404.56	4136.97	3772.09	7710.02	2947.53	3708.48	6993.37	6561.13	7462.68	6778.87	6876.44	5530.85	6514.08	5615.3
SO4ASSIM-PWY: sulfate reduction I (assimilatory)	1255.86	15.1104	67.7617	0	21.0323	4346.55	321.382	585.408	4521.31	4056.48	375.718	1568.99	738.742	2148.89	31.2566	3248.24	1986.58	631.131	836.134	1775.92	1742.21	638.008	110.556	4153.59	2720.78	207.444	20.609	2617.61	720.335	926.353	529.205	554.963	864.677	2326.73	139.267	3414.5
SULFATE-CYS-PWY: superpathway of sulfate assimilation and cysteine biosynthesis	1983.8	33.8515	149.373	0	47.034	3617.69	642.708	1161.89	3684.17	3615.97	770.149	2242.53	1380.69	2678.17	69.1844	3070.44	2895.04	1031.22	1566.37	2129.5	2386.17	1233.03	239.773	3711.91	3259.42	441.855	45.9364	3227.72	1376.38	1765.53	1054.76	1130.34	1514.94	3121.29	304.14	3986.97
TCA-GLYOX-BYPASS: superpathway of glyoxylate bypass and TCA	886.431	17.4933	0	0	27.8978	273.099	238.17	504.917	3619.6	2019.99	317.476	967.276	166.558	1669.73	16.319	2744.68	1265.75	619.987	416.136	1110.41	1090.73	360.061	96.9019	3085.25	2141.87	183.111	26.2709	2139.11	589.61	651.89	354.269	205.428	349.388	927.665	152.851	2680.76
TCA: TCA cycle I (prokaryotic)	1859.04	455.513	388.74	1448.98	1299.69	1001.35	2260.71	1260.15	4520.73	3795.44	876.497	2071.41	506.518	2458.47	694.484	3810.82	2592.52	1755.53	1368.41	2100.14	1831.25	1498.16	531.666	4010.49	3308.09	425.636	593.299	2960.66	1429.6	1829.85	1034.73	756.082	1246.01	2280.78	1544.46	3347.43
TEICHOICACID-PWY: teichoic acid (poly-glycerol) biosynthesis	1560.88	1765.43	1730.64	725.129	914.662	898.795	1569.7	567.387	1106.03	788.287	3958.78	913.678	707.975	551.724	139.461	537.495	752.926	2307.08	755.713	996.979	517.666	682.857	2150.36	276.78	373.403	1145.94	135.118	497.003	3480.38	2224.23	1920.74	1252.31	1008.9	1272.79	1158.47	398.829
THISYN-PWY: superpathway of thiamin diphosphate biosynthesis I	5855.58	7593.55	7813.52	8583.98	5747.91	6918.68	8429.59	5236.3	3436.26	4815.73	6196.83	5769.39	5922.85	6131.06	3639.2	4799.56	5063.69	3392.91	6766.64	4734.94	5122.04	6506.31	6248.98	4273.22	4380.85	6537.62	5134.91	5632.89	6288.4	6455.04	5541.37	6052.46	6222.11	5394.88	7029.02	3194.27
THISYNARA-PWY: superpathway of thiamin diphosphate biosynthesis III (eukaryotes)	6527.54	7000.02	7840.09	6247.31	7817.55	3502.36	8527.35	8369.94	3010.35	5943.86	7900.13	8255.3	7437.05	3249.79	6062.52	4438.83	3767.44	8953.62	5484.07	6477.44	7305.91	5667.92	8998.82	3347.85	3085.83	7982.76	4585.9	3681.07	7246.02	8463.76	7073.03	5521.67	5249.09	5257.85	5078.62	2859.44
THREOCAT-PWY: superpathway of L-threonine metabolism	11.5382	0	0	0	0	0	39.0525	115.929	785.195	174.763	81.6947	327.019	15.1947	596.033	0	218.777	351.312	0	213.993	35.1184	347.307	247.469	4.99356	0	354.379	0	0	810.67	0	175.476	102.764	38.5401	203.009	254.505	0	1348.47
THRESYN-PWY: superpathway of L-threonine biosynthesis	8083.13	8479.66	7923.67	8052.13	9257.02	5622.38	7007.36	8938.71	5546.4	6891.89	8518.47	8896.33	8617.66	4540.61	2169.1	6456.85	6180.81	10988.8	7676.09	6996.2	8990.72	7851.76	10508.9	6061.46	4916.19	9157.55	3092.45	4253.63	7760.79	7211.76	7019.16	7258.35	6768.7	6296.75	6812.15	5330.5
TRNA-CHARGING-PWY: tRNA charging	9214.82	12211.5	10101.2	11197.8	11428	12471.5	9800.63	9698.33	4623.12	6954.8	8982.81	8331.8	9001.44	9711.59	12290.9	7893.3	9128.42	9902.68	10935.2	8332.99	9097.48	11015.2	10085.9	6170.48	8676.89	9859.11	12866	8061.22	8355.07	8045.57	9328.23	8700.45	9302.15	8100.29	11478.7	6012.64
TRPSYN-PWY: L-tryptophan biosynthesis	6022.29	6328.88	5908.25	3330.48	7349.88	3007.49	4772.46	4971.18	3020.73	6176.68	3526.4	7838.62	2805.02	6504.61	4389.54	6542.15	5359.39	3378.25	4691.99	5527.42	6396.92	5092.02	4175.93	3766.04	4232.98	6426.21	5386.69	5015.99	2937.77	7622.25	7726.08	3910.71	4961.53	5938.93	4795.7	5728.15
UBISYN-PWY: superpathway of ubiquinol-8 biosynthesis (prokaryotic)	21.908	0	0	0	0	3.74531	5.16302	10.061	844.155	169.399	6.7051	169.95	141.04	222.319	23.2607	88.5362	530.542	15.1438	47.0754	132.396	72.0943	45.6913	25.6858	351.118	1100.36	15.9489	0	265.378	47.7233	105.917	89.5011	27.891	218.09	289.38	73.7123	618.846
UDPNACETYLGALSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis II	0	0	0	0	0	0	0	5.02342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.7749	0	0	16.02	0	0	0	0	0	0	0	3.40424	0	0
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I	3275.01	1396.02	2010.92	2826.34	2425.43	2462.39	1161.87	2162.39	3349.22	2265.85	851.269	1337.14	1645.12	1740.21	2302.32	2655.77	4347.1	2040.23	3224.92	2678.15	2221.68	3310.81	2076.95	3057.12	4425.17	1784.35	3030.42	2839.26	1238.88	2336.35	4179.71	2797.99	2396.45	3178.46	3186.7	5444.4
URDEGR-PWY: superpathway of allantoin degradation in plants	19.291	0	0	0	0	11.0815	0	11.792	463.124	159.413	0	36.0062	9.4586	62.8347	0	291.437	41.8083	6.75715	0	38.4322	79.9074	0	0	261.811	18.3686	0	0	70.9678	4.84508	19.9786	5.04922	3.06545	0	0	0	22.3003
URSIN-PWY: ureide biosynthesis	0	0	0	0	0	0	0	0	831.407	82.104	0	16.3184	0	60.1891	0	0	546.777	0	0	0	0	80.3214	0	0	0	0	0	130.105	0	0	0	0	0	20.352	0	87.7566
VALSYN-PWY: L-valine biosynthesis	10898.3	12566.2	11068.3	11828.9	10900.9	14778.7	11493.7	11825.1	7222.4	8021.18	10438.2	10261.1	11157.3	12927.3	15481.4	10035.8	8792.86	11845	10685	10552.7	10814.7	11442.3	10697.9	8139.84	8489.7	10986.5	16168.5	9691.78	10008	9248.1	11452.7	10092.8	12115.5	10384.8	12270.9	7473.25
